SK_DIM_DATE,DSS_LOAD_DATE,DSS_LAST_UPDATED_DATE,DATE,FULLDATEAUS,FULLDATEUSA,DAYOFMONTH,DAYNAME,MONTH,QUARTER,YEAR,FIRSTDAYOFMONTH,LASTDAYOFMONTH,FIRSTDAYOFQUARTER,LASTDAYOFQUARTER,FIRSTDAYOFYEAR,LASTDAYOFYEAR,ISWEEKDAY,ISNATIONALHOLIDAY,NATIONALHOLIDAY
20210111,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-11,11/01/2021,01/11/2021,11,Monday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210112,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-12,12/01/2021,01/12/2021,12,Tuesday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210113,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-13,13/01/2021,01/13/2021,13,Wednesday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210114,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-14,14/01/2021,01/14/2021,14,Thursday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210115,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-15,15/01/2021,01/15/2021,15,Friday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210116,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-16,16/01/2021,01/16/2021,16,Saturday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210117,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-17,17/01/2021,01/17/2021,17,Sunday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210118,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-18,18/01/2021,01/18/2021,18,Monday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210119,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-19,19/01/2021,01/19/2021,19,Tuesday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210120,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-20,20/01/2021,01/20/2021,20,Wednesday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210121,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-21,21/01/2021,01/21/2021,21,Thursday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210122,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-22,22/01/2021,01/22/2021,22,Friday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210123,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-23,23/01/2021,01/23/2021,23,Saturday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210124,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-24,24/01/2021,01/24/2021,24,Sunday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210125,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-25,25/01/2021,01/25/2021,25,Monday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210126,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-26,26/01/2021,01/26/2021,26,Tuesday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,1,Australia Day
20210127,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-27,27/01/2021,01/27/2021,27,Wednesday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210128,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-28,28/01/2021,01/28/2021,28,Thursday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210129,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-29,29/01/2021,01/29/2021,29,Friday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210130,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-30,30/01/2021,01/30/2021,30,Saturday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210131,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-01-31,31/01/2021,01/31/2021,31,Sunday,1,1,2021,2021-01-01,2021-01-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210201,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-01,01/02/2021,02/01/2021,1,Monday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210202,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-02,02/02/2021,02/02/2021,2,Tuesday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210203,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-03,03/02/2021,02/03/2021,3,Wednesday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210204,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-04,04/02/2021,02/04/2021,4,Thursday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210205,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-05,05/02/2021,02/05/2021,5,Friday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210206,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-06,06/02/2021,02/06/2021,6,Saturday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210207,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-07,07/02/2021,02/07/2021,7,Sunday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210208,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-08,08/02/2021,02/08/2021,8,Monday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210209,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-09,09/02/2021,02/09/2021,9,Tuesday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210210,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-10,10/02/2021,02/10/2021,10,Wednesday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210211,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-11,11/02/2021,02/11/2021,11,Thursday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210212,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-12,12/02/2021,02/12/2021,12,Friday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210213,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-13,13/02/2021,02/13/2021,13,Saturday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210214,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-14,14/02/2021,02/14/2021,14,Sunday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210215,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-15,15/02/2021,02/15/2021,15,Monday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210216,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-16,16/02/2021,02/16/2021,16,Tuesday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210217,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-17,17/02/2021,02/17/2021,17,Wednesday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210218,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-18,18/02/2021,02/18/2021,18,Thursday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210219,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-19,19/02/2021,02/19/2021,19,Friday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210220,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-20,20/02/2021,02/20/2021,20,Saturday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210221,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-21,21/02/2021,02/21/2021,21,Sunday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210222,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-22,22/02/2021,02/22/2021,22,Monday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210223,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-23,23/02/2021,02/23/2021,23,Tuesday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210224,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-24,24/02/2021,02/24/2021,24,Wednesday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210225,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-25,25/02/2021,02/25/2021,25,Thursday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210226,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-26,26/02/2021,02/26/2021,26,Friday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210227,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-27,27/02/2021,02/27/2021,27,Saturday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210228,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-02-28,28/02/2021,02/28/2021,28,Sunday,2,1,2021,2021-02-01,2021-02-28,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210301,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-01,01/03/2021,03/01/2021,1,Monday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210302,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-02,02/03/2021,03/02/2021,2,Tuesday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210303,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-03,03/03/2021,03/03/2021,3,Wednesday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210304,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-04,04/03/2021,03/04/2021,4,Thursday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210305,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-05,05/03/2021,03/05/2021,5,Friday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210306,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-06,06/03/2021,03/06/2021,6,Saturday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210307,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-07,07/03/2021,03/07/2021,7,Sunday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210308,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-08,08/03/2021,03/08/2021,8,Monday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210309,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-09,09/03/2021,03/09/2021,9,Tuesday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210310,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-10,10/03/2021,03/10/2021,10,Wednesday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210311,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-11,11/03/2021,03/11/2021,11,Thursday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210312,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-12,12/03/2021,03/12/2021,12,Friday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210313,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-13,13/03/2021,03/13/2021,13,Saturday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210314,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-14,14/03/2021,03/14/2021,14,Sunday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210315,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-15,15/03/2021,03/15/2021,15,Monday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210316,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-16,16/03/2021,03/16/2021,16,Tuesday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210317,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-17,17/03/2021,03/17/2021,17,Wednesday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210318,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-18,18/03/2021,03/18/2021,18,Thursday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210319,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-19,19/03/2021,03/19/2021,19,Friday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210320,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-20,20/03/2021,03/20/2021,20,Saturday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210321,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-21,21/03/2021,03/21/2021,21,Sunday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210322,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-22,22/03/2021,03/22/2021,22,Monday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210323,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-23,23/03/2021,03/23/2021,23,Tuesday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210324,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-24,24/03/2021,03/24/2021,24,Wednesday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210325,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-25,25/03/2021,03/25/2021,25,Thursday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210326,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-26,26/03/2021,03/26/2021,26,Friday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210327,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-27,27/03/2021,03/27/2021,27,Saturday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210328,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-28,28/03/2021,03/28/2021,28,Sunday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,0,0,N/A
20210329,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-29,29/03/2021,03/29/2021,29,Monday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210330,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-30,30/03/2021,03/30/2021,30,Tuesday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210331,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-03-31,31/03/2021,03/31/2021,31,Wednesday,3,1,2021,2021-03-01,2021-03-31,2021-01-01,2021-03-31,2021-01-01,2021-12-31,1,0,N/A
20210401,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-01,01/04/2021,04/01/2021,1,Thursday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210402,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-02,02/04/2021,04/02/2021,2,Friday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,1,Good Friday
20210403,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-03,03/04/2021,04/03/2021,3,Saturday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,0,0,N/A
20210404,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-04,04/04/2021,04/04/2021,4,Sunday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,0,1,Easter Sunday
20210405,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-05,05/04/2021,04/05/2021,5,Monday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,1,Easter Monday
20210406,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-06,06/04/2021,04/06/2021,6,Tuesday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210407,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-07,07/04/2021,04/07/2021,7,Wednesday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210408,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-08,08/04/2021,04/08/2021,8,Thursday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210409,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-09,09/04/2021,04/09/2021,9,Friday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210410,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-10,10/04/2021,04/10/2021,10,Saturday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,0,0,N/A
20210411,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-11,11/04/2021,04/11/2021,11,Sunday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,0,0,N/A
20210412,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-12,12/04/2021,04/12/2021,12,Monday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210413,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-13,13/04/2021,04/13/2021,13,Tuesday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210414,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-14,14/04/2021,04/14/2021,14,Wednesday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210415,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-15,15/04/2021,04/15/2021,15,Thursday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210416,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-16,16/04/2021,04/16/2021,16,Friday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210417,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-17,17/04/2021,04/17/2021,17,Saturday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,0,0,N/A
20210418,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-18,18/04/2021,04/18/2021,18,Sunday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,0,0,N/A
20210419,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-19,19/04/2021,04/19/2021,19,Monday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210420,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-20,20/04/2021,04/20/2021,20,Tuesday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210421,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-21,21/04/2021,04/21/2021,21,Wednesday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210422,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-22,22/04/2021,04/22/2021,22,Thursday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210423,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-23,23/04/2021,04/23/2021,23,Friday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210424,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-24,24/04/2021,04/24/2021,24,Saturday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,0,0,N/A
20210425,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-25,25/04/2021,04/25/2021,25,Sunday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,0,1,ANZAC Day
20210426,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-26,26/04/2021,04/26/2021,26,Monday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210427,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-27,27/04/2021,04/27/2021,27,Tuesday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210428,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-28,28/04/2021,04/28/2021,28,Wednesday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210429,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-29,29/04/2021,04/29/2021,29,Thursday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210430,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-04-30,30/04/2021,04/30/2021,30,Friday,4,2,2021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210501,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-05-01,01/05/2021,05/01/2021,1,Saturday,5,2,2021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,0,0,N/A
20210502,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-05-02,02/05/2021,05/02/2021,2,Sunday,5,2,2021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,0,0,N/A
20210503,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-05-03,03/05/2021,05/03/2021,3,Monday,5,2,2021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210504,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-05-04,04/05/2021,05/04/2021,4,Tuesday,5,2,2021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
20210505,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2021-05-05,05/05/2021,05/05/2021,5,Wednesday,5,2,2021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,1,0,N/A
