SK_DIM_DATE,DSS_LOAD_DATE,DSS_LAST_UPDATED_DATE,DATE,FULLDATEAUS,FULLDATEUSA,DAYOFMONTH,DAYNAME,MONTH,QUARTER,YEAR,FIRSTDAYOFMONTH,LASTDAYOFMONTH,FIRSTDAYOFQUARTER,LASTDAYOFQUARTER,FIRSTDAYOFYEAR,LASTDAYOFYEAR,ISWEEKDAY,ISNATIONALHOLIDAY,NATIONALHOLIDAY
20220425,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-04-25,25/04/2022,04/25/2022,25,Monday,4,2,2022,2022-04-01,2022-04-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,1,ANZAC Day
20220426,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-04-26,26/04/2022,04/26/2022,26,Tuesday,4,2,2022,2022-04-01,2022-04-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220427,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-04-27,27/04/2022,04/27/2022,27,Wednesday,4,2,2022,2022-04-01,2022-04-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220428,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-04-28,28/04/2022,04/28/2022,28,Thursday,4,2,2022,2022-04-01,2022-04-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220429,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-04-29,29/04/2022,04/29/2022,29,Friday,4,2,2022,2022-04-01,2022-04-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220430,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-04-30,30/04/2022,04/30/2022,30,Saturday,4,2,2022,2022-04-01,2022-04-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220501,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-01,01/05/2022,05/01/2022,1,Sunday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220502,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-02,02/05/2022,05/02/2022,2,Monday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220503,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-03,03/05/2022,05/03/2022,3,Tuesday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220504,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-04,04/05/2022,05/04/2022,4,Wednesday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220505,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-05,05/05/2022,05/05/2022,5,Thursday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220506,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-06,06/05/2022,05/06/2022,6,Friday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220507,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-07,07/05/2022,05/07/2022,7,Saturday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220508,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-08,08/05/2022,05/08/2022,8,Sunday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220509,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-09,09/05/2022,05/09/2022,9,Monday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220510,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-10,10/05/2022,05/10/2022,10,Tuesday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220511,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-11,11/05/2022,05/11/2022,11,Wednesday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220512,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-12,12/05/2022,05/12/2022,12,Thursday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220513,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-13,13/05/2022,05/13/2022,13,Friday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220514,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-14,14/05/2022,05/14/2022,14,Saturday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220515,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-15,15/05/2022,05/15/2022,15,Sunday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220516,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-16,16/05/2022,05/16/2022,16,Monday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220517,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-17,17/05/2022,05/17/2022,17,Tuesday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220518,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-18,18/05/2022,05/18/2022,18,Wednesday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220519,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-19,19/05/2022,05/19/2022,19,Thursday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220520,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-20,20/05/2022,05/20/2022,20,Friday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220521,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-21,21/05/2022,05/21/2022,21,Saturday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220522,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-22,22/05/2022,05/22/2022,22,Sunday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220523,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-23,23/05/2022,05/23/2022,23,Monday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220524,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-24,24/05/2022,05/24/2022,24,Tuesday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220525,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-25,25/05/2022,05/25/2022,25,Wednesday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220526,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-26,26/05/2022,05/26/2022,26,Thursday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220527,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-27,27/05/2022,05/27/2022,27,Friday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220528,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-28,28/05/2022,05/28/2022,28,Saturday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220529,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-29,29/05/2022,05/29/2022,29,Sunday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220530,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-30,30/05/2022,05/30/2022,30,Monday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220531,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-05-31,31/05/2022,05/31/2022,31,Tuesday,5,2,2022,2022-05-01,2022-05-31,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220601,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-01,01/06/2022,06/01/2022,1,Wednesday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220602,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-02,02/06/2022,06/02/2022,2,Thursday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220603,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-03,03/06/2022,06/03/2022,3,Friday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220604,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-04,04/06/2022,06/04/2022,4,Saturday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220605,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-05,05/06/2022,06/05/2022,5,Sunday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220606,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-06,06/06/2022,06/06/2022,6,Monday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220607,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-07,07/06/2022,06/07/2022,7,Tuesday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220608,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-08,08/06/2022,06/08/2022,8,Wednesday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220609,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-09,09/06/2022,06/09/2022,9,Thursday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220610,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-10,10/06/2022,06/10/2022,10,Friday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220611,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-11,11/06/2022,06/11/2022,11,Saturday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220612,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-12,12/06/2022,06/12/2022,12,Sunday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220613,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-13,13/06/2022,06/13/2022,13,Monday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220614,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-14,14/06/2022,06/14/2022,14,Tuesday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220615,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-15,15/06/2022,06/15/2022,15,Wednesday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220616,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-16,16/06/2022,06/16/2022,16,Thursday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220617,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-17,17/06/2022,06/17/2022,17,Friday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220618,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-18,18/06/2022,06/18/2022,18,Saturday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220619,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-19,19/06/2022,06/19/2022,19,Sunday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220620,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-20,20/06/2022,06/20/2022,20,Monday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220621,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-21,21/06/2022,06/21/2022,21,Tuesday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220622,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-22,22/06/2022,06/22/2022,22,Wednesday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220623,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-23,23/06/2022,06/23/2022,23,Thursday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220624,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-24,24/06/2022,06/24/2022,24,Friday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220625,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-25,25/06/2022,06/25/2022,25,Saturday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220626,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-26,26/06/2022,06/26/2022,26,Sunday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,0,0,N/A
20220627,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-27,27/06/2022,06/27/2022,27,Monday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220628,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-28,28/06/2022,06/28/2022,28,Tuesday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220629,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-29,29/06/2022,06/29/2022,29,Wednesday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220630,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-06-30,30/06/2022,06/30/2022,30,Thursday,6,2,2022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,1,0,N/A
20220701,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-01,01/07/2022,07/01/2022,1,Friday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220702,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-02,02/07/2022,07/02/2022,2,Saturday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220703,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-03,03/07/2022,07/03/2022,3,Sunday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220704,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-04,04/07/2022,07/04/2022,4,Monday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220705,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-05,05/07/2022,07/05/2022,5,Tuesday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220706,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-06,06/07/2022,07/06/2022,6,Wednesday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220707,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-07,07/07/2022,07/07/2022,7,Thursday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220708,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-08,08/07/2022,07/08/2022,8,Friday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220709,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-09,09/07/2022,07/09/2022,9,Saturday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220710,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-10,10/07/2022,07/10/2022,10,Sunday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220711,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-11,11/07/2022,07/11/2022,11,Monday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220712,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-12,12/07/2022,07/12/2022,12,Tuesday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220713,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-13,13/07/2022,07/13/2022,13,Wednesday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220714,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-14,14/07/2022,07/14/2022,14,Thursday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220715,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-15,15/07/2022,07/15/2022,15,Friday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220716,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-16,16/07/2022,07/16/2022,16,Saturday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220717,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-17,17/07/2022,07/17/2022,17,Sunday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220718,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-18,18/07/2022,07/18/2022,18,Monday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220719,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-19,19/07/2022,07/19/2022,19,Tuesday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220720,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-20,20/07/2022,07/20/2022,20,Wednesday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220721,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-21,21/07/2022,07/21/2022,21,Thursday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220722,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-22,22/07/2022,07/22/2022,22,Friday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220723,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-23,23/07/2022,07/23/2022,23,Saturday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220724,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-24,24/07/2022,07/24/2022,24,Sunday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220725,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-25,25/07/2022,07/25/2022,25,Monday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220726,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-26,26/07/2022,07/26/2022,26,Tuesday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220727,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-27,27/07/2022,07/27/2022,27,Wednesday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220728,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-28,28/07/2022,07/28/2022,28,Thursday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220729,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-29,29/07/2022,07/29/2022,29,Friday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220730,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-30,30/07/2022,07/30/2022,30,Saturday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220731,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-07-31,31/07/2022,07/31/2022,31,Sunday,7,3,2022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220801,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-01,01/08/2022,08/01/2022,1,Monday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220802,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-02,02/08/2022,08/02/2022,2,Tuesday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220803,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-03,03/08/2022,08/03/2022,3,Wednesday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220804,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-04,04/08/2022,08/04/2022,4,Thursday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220805,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-05,05/08/2022,08/05/2022,5,Friday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220806,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-06,06/08/2022,08/06/2022,6,Saturday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220807,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-07,07/08/2022,08/07/2022,7,Sunday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220808,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-08,08/08/2022,08/08/2022,8,Monday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220809,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-09,09/08/2022,08/09/2022,9,Tuesday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220810,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-10,10/08/2022,08/10/2022,10,Wednesday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220811,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-11,11/08/2022,08/11/2022,11,Thursday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220812,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-12,12/08/2022,08/12/2022,12,Friday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220813,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-13,13/08/2022,08/13/2022,13,Saturday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220814,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-14,14/08/2022,08/14/2022,14,Sunday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,0,0,N/A
20220815,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-15,15/08/2022,08/15/2022,15,Monday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220816,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-16,16/08/2022,08/16/2022,16,Tuesday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
20220817,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2022-08-17,17/08/2022,08/17/2022,17,Wednesday,8,3,2022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,1,0,N/A
